# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Apr  1 18:53:37 2026
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
KMT-2023-BLG-1431L b,KMT-2023-BLG-1431L,1,1,1,,,,,3.2000000000,0.7000000000,-0.8000000000,0,,,,,,,,,13.60000000,8.30000000,-6.90000000,0,0.04279039,0.02611472,-0.02170983,0,Mass,,,,,,,,,,,,,,,,,<a refstr=BELL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024PASP..136e4402B/abstract target=ref>Bell et al. 2024</a>,18h04m44.05s,271.1835417,-29d44m38.11s,-29.7439194,6800.00000000,800.00000000,-1800.00000000,,,
KMT-2023-BLG-1454L b,KMT-2023-BLG-1454L,1,1,1,,,,,1.1800000000,0.1700000000,-0.1800000000,0,,,,,,,,,200.23189641,225.65816897,-108.06165838,0,0.63000000,0.71000000,-0.34000000,0,Mass,,,,,,,,,,,,,,,,,<a refstr=HAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...683A.187H/abstract target=ref>Han et al. 2024</a>,17h50m28.82s,267.6200833,-29d37m21.90s,-29.6227500,7220.00000000,1060.00000000,-1100.00000000,,,
KMT-2023-BLG-1454L b,KMT-2023-BLG-1454L,0,1,1,,,,,1.2600000000,0.1900000000,-0.1900000000,0,,,,,,,,,95.34852210,108.06165838,-50.85254512,0,0.30000000,0.34000000,-0.16000000,0,Mass,,,,,,,,,,,,,,,,,<a refstr=HAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...683A.187H/abstract target=ref>Han et al. 2024</a>,17h50m28.82s,267.6200833,-29d37m21.90s,-29.6227500,,,,,,
KMT-2023-BLG-1454L b,KMT-2023-BLG-1454L,0,1,1,,,,,1.4700000000,0.2200000000,-0.2200000000,0,,,,,,,,,244.72787339,276.51071409,-133.48793094,0,0.77000000,0.87000000,-0.42000000,0,Mass,,,,,,,,,,,,,,,,,<a refstr=HAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...683A.187H/abstract target=ref>Han et al. 2024</a>,17h50m28.82s,267.6200833,-29d37m21.90s,-29.6227500,,,,,,
KMT-2023-BLG-1454L b,KMT-2023-BLG-1454L,0,1,1,,,,,1.3300000000,0.2000000000,-0.2000000000,0,,,,,,,,,177.98390792,200.23189641,-95.34852210,0,0.56000000,0.63000000,-0.30000000,0,Mass,,,,,,,,,,,,,,,,,<a refstr=HAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...683A.187H/abstract target=ref>Han et al. 2024</a>,17h50m28.82s,267.6200833,-29d37m21.90s,-29.6227500,,,,,,
KMT-2023-BLG-1642L b,KMT-2023-BLG-1642L,1,1,1,,,,,1.4100000000,0.2200000000,-0.2700000000,0,,,,,,,,,343.25467956,486.27746271,-184.34047606,0,1.08000000,1.53000000,-0.58000000,0,Mass,,,,,,,,,,,,,,,,,<a refstr=HAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...683A.187H/abstract target=ref>Han et al. 2024</a>,17h25m27.84s,261.3660000,-29d03m30.49s,-29.0584694,6980.00000000,1090.00000000,-1340.00000000,,,
KMT-2023-BLG-1642L b,KMT-2023-BLG-1642L,0,1,1,,,,,1.3200000000,0.1900000000,-0.2000000000,0,,,,,,,,,406.82036096,581.62598481,-216.12331676,0,1.28000000,1.83000000,-0.68000000,0,Mass,,,,,,,,,,,,,,,,,<a refstr=HAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...683A.187H/abstract target=ref>Han et al. 2024</a>,17h25m27.84s,261.3660000,-29d03m30.49s,-29.0584694,7440.00000000,1090.00000000,-1150.00000000,,,
KMT-2023-BLG-1743L b,KMT-2023-BLG-1743L,1,1,1,,,,,1.1600000000,0.1700000000,-0.2100000000,0,,,,,,,,,6356.56814000,9534.85221000,-3178.28407000,0,20.00000000,30.00000000,-10.00000000,0,Mass,,,,,,,,,,,,,,,,,<a refstr=HAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...691A.237H/abstract target=ref>Han et al. 2024</a>,17h56m39.66s,269.1652500,-28d51m17.71s,-28.8549194,7130.00000000,1050.00000000,-1270.00000000,,,
KMT-2023-BLG-1866L b,KMT-2023-BLG-1866L,0,1,1,,,,,2.4800000000,0.3400000000,-0.3200000000,0,,,,,,,,,3.98000000,0.78000000,-1.25000000,0,0.01252248,0.00245415,-0.00393294,0,Mass,,,,,,,,,,,,,,,,,<a refstr=HAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...687A.241H/abstract target=ref>Han et al. 2024</a>,18h13m55.74s,273.4822500,-28d26m50.60s,-28.4473889,6470.00000000,880.00000000,-850.00000000,,,
KMT-2023-BLG-1866L b,KMT-2023-BLG-1866L,1,1,1,,,,,2.6300000000,0.3700000000,-0.3400000000,0,,,,,,,,,2.63000000,0.42000000,-0.68000000,0,0.00827491,0.00132147,-0.00213952,0,Mass,,,,,,,,,,,,,,,,,<a refstr=HAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...687A.241H/abstract target=ref>Han et al. 2024</a>,18h13m55.74s,273.4822500,-28d26m50.60s,-28.4473889,6210.00000000,870.00000000,-800.00000000,,,
KMT-2023-BLG-1866L b,KMT-2023-BLG-1866L,0,1,1,,,,,2.5000000000,0.3700000000,-0.3500000000,0,,,,,,,,,3.69000000,0.77000000,-1.18000000,0,0.01161004,0.00242269,-0.00371270,0,Mass,,,,,,,,,,,,,,,,,<a refstr=HAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...687A.241H/abstract target=ref>Han et al. 2024</a>,18h13m55.74s,273.4822500,-28d26m50.60s,-28.4473889,6470.00000000,950.00000000,-910.00000000,,,
KMT-2023-BLG-1896L b,KMT-2023-BLG-1896L,0,1,1,,,,,4.6200000000,1.8100000000,-1.9400000000,0,,,,,,,,,16.35000000,9.81000000,-8.44000000,0,0.05144285,0.03086571,-0.02655521,0,Mass,,,,,,,,,,,,,,,,,<a refstr=HAN_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...694A..90H/abstract target=ref>Han et al. 2025</a>,18h04m07.62s,271.0317500,-26d57m32.11s,-26.9589194,5490.00000000,2150.00000000,-2300.00000000,,,
KMT-2023-BLG-1896L b,KMT-2023-BLG-1896L,1,1,1,,,,,2.8600000000,1.1200000000,-1.0200000000,0,,,,,,,,,16.35000000,9.81000000,-8.44000000,0,0.05144285,0.03086571,-0.02655521,0,Mass,,,,,,,,,,,,,,,,,<a refstr=HAN_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...694A..90H/abstract target=ref>Han et al. 2025</a>,18h04m07.62s,271.0317500,-26d57m32.11s,-26.9589194,5490.00000000,2150.00000000,-2300.00000000,,,
KMT-2023-BLG-2209L b,KMT-2023-BLG-2209L,1,1,1,,,,,3.5100000000,0.9500000000,-1.1200000000,0,,,,,,,,,254.26272560,120.77479466,-120.77479466,0,0.80000000,0.38000000,-0.38000000,0,Mass,,,,,,,,,,,,,,,,,<a refstr=HAN_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169..288H/abstract target=ref>Han et al. 2025</a>,17h55m58.61s,268.9942083,-29d18m20.41s,-29.3056694,5570.00000000,1510.00000000,-1770.00000000,,,
KMT-2024-BLG-0176L b,KMT-2024-BLG-0176L,0,1,1,,,,,0.7500000000,0.0900000000,-0.1000000000,0,,,,,,,,,241.54958932,327.36325921,-123.95307873,0,0.76000000,1.03000000,-0.39000000,0,Mass,,,,,,,,,,,,,,,,,<a refstr=HAN_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026PASP..138a4401H/abstract target=ref>Han et al. 2026</a>,17h46m07.79s,266.5324583,-34d12m38.09s,-34.2105806,8340.00000000,1010.00000000,-1130.00000000,,,
KMT-2024-BLG-0176L b,KMT-2024-BLG-0176L,1,1,1,,,,,1.3200000000,0.1600000000,-0.1800000000,0,,,,,,,,,241.54958932,327.36325921,-123.95307873,0,0.76000000,1.03000000,-0.39000000,0,Mass,,,,,,,,,,,,,,,,,<a refstr=HAN_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026PASP..138a4401H/abstract target=ref>Han et al. 2026</a>,17h46m07.79s,266.5324583,-34d12m38.09s,-34.2105806,8340.00000000,1010.00000000,-1130.00000000,,,
KMT-2024-BLG-0349L b,KMT-2024-BLG-0349L,1,1,1,,,,,6.4600000000,2.2700000000,-2.6900000000,0,,,,,,,,,3769.44490702,2084.95434992,-2078.59778178,0,11.86000000,6.56000000,-6.54000000,0,Mass,,,,,,,,,,,,,,,,,<a refstr=HAN_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026PASP..138a4401H/abstract target=ref>Han et al. 2026</a>,17h25m29.17s,261.3715417,-30d14m49.27s,-30.2470194,5750.00000000,2020.00000000,-2390.00000000,,,
KMT-2024-BLG-0349L b,KMT-2024-BLG-0349L,0,1,1,,,,,1.8500000000,0.6500000000,-0.7700000000,0,,,,,,,,,3769.44490702,2084.95434992,-2078.59778178,0,11.86000000,6.56000000,-6.54000000,0,Mass,,,,,,,,,,,,,,,,,<a refstr=HAN_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026PASP..138a4401H/abstract target=ref>Han et al. 2026</a>,17h25m29.17s,261.3715417,-30d14m49.27s,-30.2470194,5750.00000000,2020.00000000,-2390.00000000,,,
KMT-2024-BLG-0404L b,KMT-2024-BLG-0404L,1,1,2,,,,,0.8500000000,0.1100000000,-0.1100000000,0,,,,,,,,,8657.64580668,12652.74888267,-4328.82290334,0,27.24000000,39.81000000,-13.62000000,0,Mass,,,,,,,,,,,,,,,,,<a refstr=HAN_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...700A.181H/abstract target=ref>Han et al. 2025</a>,18h04m35.30s,271.1470833,-27d57m12.60s,-27.9535000,7210.00000000,930.00000000,-970.00000000,,,
KMT-2024-BLG-0404L c,KMT-2024-BLG-0404L,1,1,2,,,,,,,,,,,,,,,,,17.30000000,25.50000000,-8.80000000,0,0.05443189,0.08023197,-0.02768790,0,Mass,,,,,,,,,,,,,,,,,<a refstr=HAN_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...700A.181H/abstract target=ref>Han et al. 2025</a>,18h04m35.30s,271.1470833,-27d57m12.60s,-27.9535000,7210.00000000,930.00000000,-970.00000000,,,
KMT-2024-BLG-1005L b,KMT-2024-BLG-1005L,1,1,1,,,,,0.7800000000,0.1200000000,-0.1100000000,0,,,,,,,,,6674.39654700,6992.22495400,-3813.94088400,0,21.00000000,22.00000000,-12.00000000,0,Mass,,,,,,,,,,,,,,,,,<a refstr=HAN_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...704A.236H/abstract target=ref>Han et al. 2025</a>,17h59m13.34s,269.8055833,-28d45m20.81s,-28.7557806,6950.00000000,1110.00000000,-1010.00000000,,,
KMT-2024-BLG-1044L b,KMT-2024-BLG-1044L,0,1,1,,,,,,,,,,,,,,,,,13.68000000,15.23000000,-6.71000000,0,0.04304209,0.04791894,-0.02111202,0,Mass,,,,,,,,,,,,,,,,,<a refstr=HAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...692A.106H/abstract target=ref>Han et al. 2024</a>,18h06m15.36s,271.5640000,-27d35m33.29s,-27.5925806,6710.00000000,990.00000000,-1040.00000000,,,
KMT-2024-BLG-1044L b,KMT-2024-BLG-1044L,1,1,1,,,,,,,,,,,,,,,,,7.75000000,12.03000000,-4.04000000,0,0.02438423,0.03785061,-0.01271126,0,Mass,,,,,,,,,,,,,,,,,<a refstr=HAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...692A.106H/abstract target=ref>Han et al. 2024</a>,18h06m15.36s,271.5640000,-27d35m33.29s,-27.5925806,7140.00000000,950.00000000,-960.00000000,,,
KMT-2024-BLG-1209L b,KMT-2024-BLG-1209L,0,1,1,,,,,3.9200000000,2.0300000000,-1.4100000000,0,,,,,,,,,839.06699448,498.99059899,-368.68095212,0,2.64000000,1.57000000,-1.16000000,0,Mass,,,,,,,,,,,,,,,,,<a refstr=HAN_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...699A..91H/abstract target=ref>Han et al. 2025</a>,17h26m27.11s,261.6129583,-28d07m14.02s,-28.1205611,3930.00000000,2030.00000000,-1410.00000000,,,
KMT-2024-BLG-1209L b,KMT-2024-BLG-1209L,1,1,1,,,,,2.5100000000,1.5000000000,-1.1000000000,0,,,,,,,,,839.06699448,498.99059899,-368.68095212,0,2.64000000,1.57000000,-1.16000000,0,Mass,,,,,,,,,,,,,,,,,<a refstr=HAN_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...699A..91H/abstract target=ref>Han et al. 2025</a>,17h26m27.11s,261.6129583,-28d07m14.02s,-28.1205611,3930.00000000,2030.00000000,-1410.00000000,,,
KMT-2024-BLG-1281L b,KMT-2024-BLG-1281L,0,1,1,,,,,1.9600000000,0.3000000000,-0.3800000000,0,,,,,,,,,19.06970442,20.97667486,-11.44182265,0,0.06000000,0.06600000,-0.03600000,0,Mass,,,,,,,,,,,,,,,,,<a refstr=HAN_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...702A.152H/abstract target=ref>Han et al. 2025</a>,11h00m40.65s,165.1693750,-32d42m51.30s,-32.7142500,7180.00000000,1090.00000000,-1400.00000000,,,
KMT-2024-BLG-1281L b,KMT-2024-BLG-1281L,1,1,1,,,,,1.9600000000,0.3000000000,-0.3800000000,0,,,,,,,,,19.06970442,20.97667486,-11.44182265,0,0.06000000,0.06600000,-0.03600000,0,Mass,,,,,,,,,,,,,,,,,<a refstr=HAN_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...702A.152H/abstract target=ref>Han et al. 2025</a>,11h00m40.65s,165.1693750,-32d42m51.30s,-32.7142500,7180.00000000,1090.00000000,-1400.00000000,,,
KMT-2024-BLG-1281L b,KMT-2024-BLG-1281L,0,1,1,,,,,1.9600000000,0.3000000000,-0.3800000000,0,,,,,,,,,19.06970442,20.97667486,-11.44182265,0,0.06000000,0.06600000,-0.03600000,0,Mass,,,,,,,,,,,,,,,,,<a refstr=HAN_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...702A.152H/abstract target=ref>Han et al. 2025</a>,11h00m40.65s,165.1693750,-32d42m51.30s,-32.7142500,7180.00000000,1090.00000000,-1400.00000000,,,
KMT-2024-BLG-1870L b,KMT-2024-BLG-1870L,1,1,1,,,,,3.1500000000,0.7900000000,-1.1900000000,0,,,,,,,,,336.89811142,168.44905571,-174.80562385,0,1.06000000,0.53000000,-0.55000000,0,Mass,,,,,,,,,,,,,,,,,<a refstr=HAN_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026PASP..138a4401H/abstract target=ref>Han et al. 2026</a>,18h09m51.68s,272.4653333,-26d52m58.40s,-26.8828889,5480.00000000,1370.00000000,-2060.00000000,,,
KMT-2024-BLG-1870L b,KMT-2024-BLG-1870L,0,1,1,,,,,2.5700000000,0.6400000000,-0.9700000000,0,,,,,,,,,336.89811142,168.44905571,-174.80562385,0,1.06000000,0.53000000,-0.55000000,0,Mass,,,,,,,,,,,,,,,,,<a refstr=HAN_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026PASP..138a4401H/abstract target=ref>Han et al. 2026</a>,18h09m51.68s,272.4653333,-26d52m58.40s,-26.8828889,5480.00000000,1370.00000000,-2060.00000000,,,
KMT-2024-BLG-2059L b,KMT-2024-BLG-2059L,1,1,1,,,,,2.5500000000,0.5600000000,-0.8900000000,0,,,,,,,,,6.99222495,3.81394088,-4.13176929,0,0.02200000,0.01200000,-0.01300000,0,Mass,,,,,,,,,,,,,,,,,<a refstr=HAN_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...702A.152H/abstract target=ref>Han et al. 2025</a>,18h03m43.14s,270.9297500,-28d34m05.48s,-28.5681889,6070.00000000,1320.00000000,-2110.00000000,,,
KMT-2024-BLG-2059L b,KMT-2024-BLG-2059L,0,1,1,,,,,2.7800000000,0.6000000000,-0.9700000000,0,,,,,,,,,6.99222495,3.81394088,-4.13176929,0,0.02200000,0.01200000,-0.01300000,0,Mass,,,,,,,,,,,,,,,,,<a refstr=HAN_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...702A.152H/abstract target=ref>Han et al. 2025</a>,18h03m43.14s,270.9297500,-28d34m05.48s,-28.5681889,6070.00000000,1320.00000000,-2110.00000000,,,
KMT-2024-BLG-2087L b,KMT-2024-BLG-2087L,1,1,1,,,,,3.0300000000,0.4200000000,-0.5400000000,0,,,,,,,,,1395.26670673,975.73320949,-781.85788122,0,4.39000000,3.07000000,-2.46000000,0,Mass,,,,,,,,,,,,,,,,,<a refstr=HAN_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026PASP..138a4401H/abstract target=ref>Han et al. 2026</a>,17h53m48.01s,268.4500417,-29d15m47.48s,-29.2631889,7190.00000000,950.00000000,-1280.00000000,,,
KMT-2024-BLG-2242L b,KMT-2024-BLG-2242L,0,1,1,,,,,1.0500000000,0.1400000000,-0.1400000000,0,,,,,,,,,17.48056238,30.19369866,-9.53485221,0,0.05500000,0.09500000,-0.03000000,0,Mass,,,,,,,,,,,,,,,,,<a refstr=HAN_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...702A.152H/abstract target=ref>Han et al. 2025</a>,17h53m39.60s,268.4150000,-29d33m37.12s,-29.5603111,7620.00000000,1010.00000000,-1030.00000000,,,
KMT-2024-BLG-2242L b,KMT-2024-BLG-2242L,1,1,1,,,,,0.8900000000,0.1200000000,-0.1200000000,0,,,,,,,,,13.98444991,24.15495893,-7.62788177,0,0.04400000,0.07600000,-0.02400000,0,Mass,,,,,,,,,,,,,,,,,<a refstr=HAN_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...702A.152H/abstract target=ref>Han et al. 2025</a>,17h53m39.60s,268.4150000,-29d33m37.12s,-29.5603111,7620.00000000,1010.00000000,-1030.00000000,,,
KMT-2025-BLG-0121L b,KMT-2025-BLG-0121L,1,1,1,,,,,3.0500000000,0.4600000000,-0.6600000000,0,,,,,,,,,2469.52672239,1296.73990056,-1284.02676428,0,7.77000000,4.08000000,-4.04000000,0,Mass,,,,,,,,,,,,,,,,,<a refstr=HAN_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026PASP..138b4401H/abstract target=ref>Han et al. 2026</a>,17h48m38.01s,267.1583750,-23d59m55.68s,-23.9988000,6200.00000000,930.00000000,-1350.00000000,,,
KMT-2025-BLG-1616L b,KMT-2025-BLG-1616L,0,1,1,,,,,1.5000000000,0.2000000000,-0.2000000000,0,,,,,,,,,42.30000000,40.24000000,-22.03000000,0,0.13309068,0.12660920,-0.06931413,0,Mass,,,,,,,,,,,,,,,,,<a refstr=YANG_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026arXiv260111469Y/abstract target=ref>Yang et al. 2026</a>,17h51m06.93s,267.7788750,-30d08m20.80s,-30.1391111,7500.00000000,700.00000000,-1000.00000000,,,
KMT-2025-BLG-1616L b,KMT-2025-BLG-1616L,0,1,1,,,,,1.7000000000,0.2000000000,-0.2000000000,0,,,,,,,,,42.32000000,40.70000000,-22.08000000,0,0.13315361,0.12805652,-0.06947145,0,Mass,,,,,,,,,,,,,,,,,<a refstr=YANG_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026arXiv260111469Y/abstract target=ref>Yang et al. 2026</a>,17h51m06.93s,267.7788750,-30d08m20.80s,-30.1391111,7500.00000000,700.00000000,-1000.00000000,,,
KMT-2025-BLG-1616L b,KMT-2025-BLG-1616L,1,1,1,,,,,1.6000000000,0.2000000000,-0.3000000000,0,,,,,,,,,42.32000000,40.62000000,-22.07000000,0,0.13315361,0.12780481,-0.06943999,0,Mass,,,,,,,,,,,,,,,,,<a refstr=YANG_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026arXiv260111469Y/abstract target=ref>Yang et al. 2026</a>,17h51m06.93s,267.7788750,-30d08m20.80s,-30.1391111,7500.00000000,700.00000000,-1000.00000000,,,
KOBE-1 b,KOBE-1,1,1,2,8.53990000000,0.00370000000,-0.00360000000,0,0.0700600000,0.0004300000,-0.0004300000,0,,,,,,,,,8.80000000,0.76000000,-0.76000000,0,0.02768790,0.00239123,-0.00239123,0,Msini,0.000000,,,0,594.40,5.30,-5.30,0,4135.00,36.00,-36.00,0,0.619000,0.011000,-0.011000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h16m39.85s,19.1660378,+25d19m51.73s,25.3310358,23.97180000,0.02850000,-0.02840000,9.4712600,0.0005940,-0.0005940
KOBE-1 c,KOBE-1,1,1,2,29.67100000000,0.05000000000,-0.05200000000,0,0.1607100000,0.0009900000,-0.0009900000,0,,,,,,,,,12.40000000,1.10000000,-1.10000000,0,0.03901476,0.00346099,-0.00346099,0,Msini,0.000000,,,0,392.50,3.50,-3.50,0,4135.00,36.00,-36.00,0,0.619000,0.011000,-0.011000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h16m39.85s,19.1660378,+25d19m51.73s,25.3310358,23.97180000,0.02850000,-0.02840000,9.4712600,0.0005940,-0.0005940
KOI-12 b,KOI-12,0,1,2,17.85523009000,0.00000028000,-0.00000028000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6779.23,93.00,-119.64,0,1.491140,0.069163,-0.064807,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m48.90s,297.4537402,+41d00m39.67s,41.0110188,399.39800000,4.39600000,-4.30300000,11.2535000,0.0005230,-0.0005230
KOI-12 b,KOI-12,0,1,2,17.85523330000,0.00000090000,-0.00000090000,0,0.1510000000,0.0030000000,-0.0030000000,0,16.02887000,1.45717000,-1.45717000,0,1.43000000,0.13000000,-0.13000000,0,3178.30000000,,,1,10.00000000,,,1,Mass,0.720000,,,1,,,,,6820.00,120.00,-120.00,0,1.630000,0.150000,-0.150000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m48.90s,297.4537402,+41d00m39.67s,41.0110188,399.39800000,4.39600000,-4.30300000,11.2535000,0.0005230,-0.0005230
